geo,text,user,location,entities,sentiment,country
, Bill Gates was right !!😳 #CoronavirusPandemic #CoronaOutbreak #CoronaVirusUpdate #coronavirus ,Tinguu7,,"[('Bill Gates', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," In the midst of this pandemic, can we please give all schools a pass on mandated state testing. We need to put our energie…",anncarb,"Goshen, IN",[],"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}",USA
," One of the world's leading microbiologists, Professor Peter Piot, has said that #COVID19 is 'much, much worse than Ebola'Rea…",mrpropertyplug,"Lakeland Heights, TX","[('One', 'CARDINAL'), ('Peter Piot', 'PERSON'), ('COVID19', 'MONEY')]","{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",USA
, President  has taken bold action in response to the #Coronavirus. The steps the President announced in regar…,jbased,,"[('Coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",
," Remember social distancing is a tremendous act of generosity and solidarity. Many of us will not get sick, but social d…",LauraLeeAndAUke,"Minneapolis, MN",[],"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5575}",USA
,Ghana and Gabon confirm first cases of #coronavirus,Jerusalem_Post,Israel,"[('Ghana', 'GPE'), ('Gabon', 'PERSON'), ('first', 'ORDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Israel
,#Coronavirus: From the #LA Port to the #InlandEmpire -- small businesses seeing decline. #Ontario… ,LawMoet,"Ontario, California","[('InlandEmpire', 'ORG'), ('Ontario', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," At some point, the panic over the virus causes more harm than the virus itself ever realistically could. #coronavirus",hellwig_dottie,,[''],"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.796}",
," Rome's Catholic churches are ordered to be closed because of #coronavirus, a move believed to be unprecedented in modern times…",ALILYN14,,"[('Rome', 'GPE'), ('Catholic', 'NORP'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, A drive-through ‘see and swab’ testing service for #coronavirus has been set up in Easingwold for patients referred by N…,GillianFinnerty,"Easingwold, England","['', ('Easingwold', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, An expert team of nine members with 31 tons of medical supplies from China arrived at Italy on Thursday night (local time).…,ben7fold,a good place,"[('nine', 'CARDINAL'), ('31 tons', 'QUANTITY'), ('China', 'GPE'), ('Italy', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Friday's Italian sports headlines in English  #Juventus #Sampdoria #SerieA #Coronavirus #EPL #La…,ColettaFrank,Sydney NSW Australia,"[('Friday', 'DATE'), ('Italian', 'NORP'), ('English', 'LANGUAGE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Australia
, Our #FlattenTheCurve graphic is now up on  with proper attribution &amp; a CC-BY-SA licence.  Please share far &amp; wide…,nanlog,,[''],"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.5423}",
, Thank you to all pediatricians who are on the frontlines caring for patients impacted by #coronavirus. We remain so gratef…,AAPPres,,[''],"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6908}",
,What you need to know about #coronavirus if you're #pregnant. #pregnancy #covid19 #outbreak #obstetrics… ,bundoohealth,Where you are ,"[('about #', 'CARDINAL'), '', '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
,"Worried about #coronavirus? If your loved one is over 60, read this - ",MetroCOLA,West Georgia - East Alabama,"[('about #', 'CARDINAL'), ('60', 'CARDINAL')]","{'neg': 0.137, 'neu': 0.621, 'pos': 0.242, 'compound': 0.4019}",USA
, Isn’t this soooooo creepy???? #coronavirus ,Aparna,New Delhi ,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",India
," 🚨 BREAKING: Gov. Andy Beshear is recommending that all Kentucky public and private schools close due to the #coronavirus,…",PBA_DC,"Washington, DC","[('Andy Beshear', 'PERSON'), ('Kentucky', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," In unprecedented decision “taken out of a sense of belonging to the human family, exposed to a virus whose nature and spread…",basaynon,California,[],"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.0772}",USA
, Why does soap work so well on the #coronavirus? '(B)ecause the virus is a self-assembled nanoparticle in which the weakest…,jacquiavelli,Australia & UK,[''],"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4101}",UK
,The Entire World: #coronavirus John Oliver and Me: ,yeetmonaliz,The Nether,"['', ('John Oliver', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
,You determine how much 💰 is allocated to health programs by participating in the #2020Census. As you &amp; your family… ,myBlackCounts,"California, USA","[('2020Census', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,alt_kellyanne_,"Oovoo Javer, Planet of KApos",[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",Error
,"Mental health charity Mind has launched a new online page for people who are feeling anxious about #coronavirus, wh… ",shaistaAziz,"Oxford, England",[],"{'neg': 0.092, 'neu': 0.642, 'pos': 0.266, 'compound': 0.4215}",UK
, #BREAKING Universal Studios Hollywood theme park to close for two weeks to help contain #coronavirus,GrassrootsJill,Arizona,"['', ('BREAKING Universal', 'ORG'), ('Studios Hollywood', 'PERSON'), ('two weeks', 'DATE'), '']","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",USA
, The only two people in the world who ain't worried about no #coronavirus ,Rugburn15,,"[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",
, The #FamiliesFirst #Coronavirus Response Act gives American workers the support they need as we all confront this public heal…,Suekee3,,"['', ('FamiliesFirst', 'ORG'), ('American', 'NORP')]","{'neg': 0.079, 'neu': 0.794, 'pos': 0.126, 'compound': 0.25}",
, The most common symptoms of #coronavirus are:New continuous coughORHigh temperature (37.8 degrees or higher)  If you h…,PcwFed,Wirral,"['', ('37.8 degrees', 'QUANTITY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, So...….let's say you were tested and it's confirmed you have #Coronavirus.Then what?They send you home and do what you…,ichataway,California,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, A malicious website pretending to be the live map for Coronavirus COVID-19 Global Cases is circulating. Visiting the website…,RaymondEReeves,"Brandon, Mississippi","[('Coronavirus COVID-19 Global Cases', 'PRODUCT')]","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.1027}",USA
, “We must push countries all of us to fight as hard as they can to suppress this #coronavirus➡️By doing so you’re saving liv…,VickyStouki,Athens - Greece,"[('️By', 'PERSON')]","{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.4588}",Greece
,I’m tryna withdraw from my job #coronavirus,DBeisel15,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," While we all focus on the #Covid_19 #coronavirus , #BorisJohnson is preparing a hard Brexit that takes us out, not jus…",mikeonthemarne,France,"['', ('BorisJohnson', 'ORG'), ('Brexit', 'GPE')]","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}",France
, Speedy recovery boss  🙏. We will conquer corona virus.•Praying for the safety and health of all other Arsenal pl…,eze_tweets,Port Harcourt,"[('Speedy', 'PERSON')]","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",Nigeria
," #CORONAVIRUS UPDATE: From Maryland schools set to close for two weeks starting Monday to universities moving to virtual classes,…",_ThatSportsDude,Behind The 🎥,"['', ('Maryland', 'GPE'), ('two weeks', 'DATE'), ('Monday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
,The Caribbean was fine till the Europeans started moving West again. This is not 1492! Leave them alone! #coronavirus,mrcory1990,"Manchester, England","[('Caribbean', 'LOC'), ('Europeans', 'NORP'), ('West', 'LOC'), ('1492', 'DATE'), '']","{'neg': 0.093, 'neu': 0.743, 'pos': 0.164, 'compound': -0.162}",UK
, ICYMI #Covid19 &gt; The severity of the global #coronavirus #epidemic has reached levels almost certain to… ,BNF75,France,[''],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.2975}",France
, #CoronaVirusUpdate!  not playing around!😤 #coronavirus ,retrovixens,"Raleigh, NC",[''],"{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.2905}",USA
," Russia Has Recorded Zero #Coronavirus DeathsEven as #Chinesecoronavirus ravages rest of Europe, Russia, which closed it…",Vivangel999,"Queens, NY","[('Russia', 'GPE'), ('Zero #Coronavirus DeathsEven', 'MONEY'), ('Europe', 'LOC'), ('Russia', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,DISNEYLAND CLOSED FOR CORONAVIRUS #Disneyland #coronavirus #Disney #DisneyParks #DisneylandClosed… ,InsideTheMagic,Theme Parks... and beyond.,"['', ('DisneylandClosed', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," BREAKING: Saudi Arabia bans travel to&amp; from #Ethiopia, #Eritrea, #Somalia, #Kenya, #Sudan &amp; #SouthSudan for you guessed it…",mzs1347,"Toronto, Canada","[('Saudi Arabia', 'GPE'), ('Ethiopia', 'GPE'), ('Eritrea', 'MONEY'), ('Somalia', 'GPE'), ('Kenya', 'GPE'), ('Sudan &amp', 'ORG'), ('SouthSudan', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
," *Please share*The new 111 online #coronavirus service can quickly tell you what to do if you think you have symptoms,…",MedicMan112,Central London,"[('111', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, In 2006 Sen. Barack Obama got tested PUBLICLY for HIV to de-stigmatize testing.It is irresponsible for the POTUS to not get t…,ChrisJLMcDonald,,"[('2006', 'DATE'), ('Barack Obama', 'PERSON')]","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.4404}",
,       Started my own thread with store…,TheSWPrincess,"Maryland, USA",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,Use of Netflix must be increasing....... because everyone is staying in doors..... no one wants to be out in public… ,AnniwaaBuachie,,"[('Netflix', 'ORG')]","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",
,"Questions about COVID-19? See this resource and info page from NAfME for music educators, including music instrumen… ",NAfME,"Reston, VA","[('NAfME', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Breaking: The Federal Reserve Bank of New York announced Thursday that it will spend $1.5 trillion to purchase financia…,Jerzeejap,United States Minor Outlying I,"[('The Federal Reserve Bank', 'ORG'), ('New York', 'GPE'), ('Thursday', 'DATE'), ('$1.5 trillion', 'MONEY')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States Minor Outlying Islands
,All Maryland public schools are closed for 3 weeks. I think we are next. #CoronaVirus,shaqnosis1,,"[('Maryland', 'GPE'), ('3 weeks', 'DATE'), ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," If you haven't watched  's speech today on how we should respond to #coronavirus, take a few minutes to do so. It i…",LeighhazelLeigh,United Kingdom,"[('today', 'DATE'), '', ('a few minutes', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United Kingdom
," Hey , are you watching ’s #coronavirus speech? This is how leaders lead. This is how you give a…",_lemonsoflife,"Gulfport, MS",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, The UK is increasingly an outlier in Western Europe in its #Coronavirus measures - countries from Norway to France have today…,Walshicus1,"England, United Kingdom","[('UK', 'GPE'), ('Western Europe', 'LOC'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
," MAJOR conference call going on right now between county public health, county school superintendents and city officials. E…",Petersrock33,"Union City, CA",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, co-quarantined with an abuser? worried about having to self-isolate from #coronavirus in a dangerous home situation? Please…,hilaryhholmes,Michigan,[''],"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.8504}",USA
,Egypt's minister of religious affairs has been ridiculed after alleging that the Muslim Brotherhood is seeking to s… ,The_NewArab,London,"[('Egypt', 'GPE'), ('the Muslim Brotherhood', 'ORG')]","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3612}",UK
,One of human beings best qualities is coming together in a crisis. Let's use #coronavirus as a reason to grow stron… ,PinellasDSA,"Pinellas county, FL","[('One', 'CARDINAL'), '']","{'neg': 0.162, 'neu': 0.672, 'pos': 0.166, 'compound': 0.0258}",USA
,Let’s #collectively keep #calm and #pray #positively that this #Coronavirus will go away.,MalaShah,"London, England","['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
," BREAKING: Italy reports 2,651 new cases of #coronavirus and 189 new deaths, raising total to 15,113 cases and 1,016 de…",keep_it_real_L,,"[('Italy', 'GPE'), ('2,651', 'CARDINAL'), '', ('189', 'CARDINAL'), ('15,113', 'CARDINAL'), ('1,016', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,#LACountyZoo &amp; #UniversalStudios will close beginning Saturday.#coronavirus #covid19 #CoronavirusPandemic #SoCal… ,Jasamsdestiny,#TheResistance #Democracy #Truth   #Foster #Adopt  No pet left behind 🐾,"[('LACountyZoo &amp', 'ORG'), ('UniversalStudios', 'ORG'), '', ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
," Did Dean Koontz ""Predict"" the #CoronaVirus in 1981 with startling accuracy?In the book it's called ""Wuhan-400"" happe…",CorruptNoMore,United States,"[('Dean Koontz ""Predict', 'PERSON'), ('CoronaVirus', 'ORG'), ('1981', 'DATE'), ('Wuhan-400', 'WORK_OF_ART')]","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.0772}",United States
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",Kamatchou1892,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
," Well, that explains Trump’s refusal of test kits from the World Health Organization, when 60 other countries were more tha…",BumphBean,"Atlanta, GA","[('Trump’s', 'ORG'), ('the World Health Organization', 'ORG'), ('60', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",USA
, There is no objective evidence of panic in the #FamiliesFirst #CoronaVirus Response Ac or in the Biden and Sanders speeches w…,rm1268,"New York, USA","['', ('FamiliesFirst', 'ORG'), ('Response Ac', 'PERSON'), ('Biden', 'GPE'), ('Sanders', 'NORP')]","{'neg': 0.224, 'neu': 0.776, 'pos': 0.0, 'compound': -0.6705}",USA
, #CORONAVIRUS CLOSURE: #Disneyland Resort says it will work with guests who wish to change or cancel their visits and provide refu…,babyysabs,"Los Angeles, CA","[('CORONAVIRUS', 'ORG'), ('Disneyland Resort', 'ORG')]","{'neg': 0.084, 'neu': 0.802, 'pos': 0.114, 'compound': 0.1779}",USA
, 🚨#BREAKING: San Francisco Public Schools will close due to #coronavirus for 3 weeks starting 3/16.As a #SFUSD parent I expe…,silea,Pacific Northwest,"[('BREAKING', 'ORG'), ('San Francisco Public', 'GPE'), '', ('3 weeks', 'DATE'), ('3/16.As', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, A STUDY IN CONTRASTS: #Coronavirus public response—drastic changes in behavior— shows people across the world think it is…,psykojoe67,,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," Ya think⁉️South Korea, population 51 million, is testing more than 20,000  individuals a day.Texas, population 28 million,…",RCourteau,Pacific NW,"[('Korea', 'GPE'), ('51 million', 'CARDINAL'), ('more than 20,000', 'CARDINAL'), ('Texas', 'GPE'), ('28 million', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Shout out to all the POC and immigrant custodians and workers out there sanitizing and cleaning during #coronavirus—I know…,chrisvonmuir,"Chris, 23, he/him","[('Shout', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
," If you read only one article today, then this is the one...#Coronavirus: Why You Must Act Now by  https:/…",iscel,,"[('only one', 'CARDINAL'), ('today', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
," #Coronavirus Israeli research center to announce it developed coronavirus vaccine, sources say - Israel News - …",itsbenjamindoe,"New York, NY","['', ('Coronavirus Israeli', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Tonight, both Philippine President Duterte &amp; Singapore Prime Minister Lee Hsien Loong addressed their respective constituen…",darvincapulong,somewhere down the road,"[('Tonight', 'TIME'), ('Philippine', 'NORP'), ('Duterte &amp', 'ORG'), ('Singapore', 'GPE'), ('Lee Hsien Loong', 'PERSON')]","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",Error
," A public health expert answers questions on how #coronavirus might affect our love lives, like:💋 Should singles stop going…",viewingvalentin,,[''],"{'neg': 0.098, 'neu': 0.714, 'pos': 0.188, 'compound': 0.4588}",
," BREAKING Italian medical chief, Roberto Stella, 67, dies from #coronavirus due to respiratory failure#COVID19  https:…",bujaj49,United States,"[('Italian', 'NORP'), ('Roberto Stella', 'PERSON'), ('67', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
, Boy sent home from school after being caught charging kids to use hand sanitiser #coronavirus …,itsnotny,North Jersey,[''],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",USA
,Y’all do know toilet paper is not a necessity right?! Like we didn’t always have it... there are many many many oth… ,tristen_ann,,[],"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.3404}",
," Jeremy Hunt is on . He looks terrified. He is choosing his words carefully, but says the countries that hav…",NWCURTIS,,"[('Jeremy Hunt', 'PERSON')]","{'neg': 0.12, 'neu': 0.819, 'pos': 0.06, 'compound': -0.3071}",
, Thoughts this morning. Please share.#Covid_19 #coronavirus #CoronaOutbreak #livemusic ,mrjeremydylan,"Nashville, TN","[('this morning', 'TIME'), '']","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",USA
," Democratic Representative Katie Porter does the math on #coronavirus testing, which added up to $1,331, and got CDC Director R…",pawyai1,,"[('Democratic', 'NORP'), ('Katie Porter', 'PERSON'), '', ('up to $1,331', 'MONEY'), ('CDC', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,insur58,New Jersey,"[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",USA
,Welcome to a teachable moment. History is literally being made that we can all learn from. Unprecedented times in… ,sdpaulette,"Escondido, CA",[],"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}",USA
, Televangelist Jim Bakker is being sued by the state of Missouri for selling fake #coronavirus cures on his website.He claime…,CaliDemDeb,,"[('Jim Bakker', 'PERSON'), ('Missouri', 'GPE'), '']","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}",
," If you think you may have been exposed to the #coronavirus, please call your health care provider FIRST before showing…",dinajames,"Exile, Oregon",[''],"{'neg': 0.055, 'neu': 0.714, 'pos': 0.231, 'compound': 0.6369}",USA
," NEW EPISODE:Whether it is #coronavirus or any of the other dangers in life, there's a spectrum between precaution and panic.…",Vanda_SEP,São Paulo,[''],"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",Brazil
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",xBettsy_,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
, The only two people in the world who ain't worried about no #coronavirus ,jacobjenner0,"Indiana, USA","[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",USA
," It’s lost in #coronavirus news, but  is trying to pass a bill that breaks private encryption and lets the go…",SesshaBatto,"Baltimore, MD, USA",[''],"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.1655}",USA
," From nurses to corrections officers, those helping fight #coronavirus deserve a seat at the table to negotiate paid sick leave…",PRGoddess1,"Connecticut, USA",[''],"{'neg': 0.245, 'neu': 0.664, 'pos': 0.091, 'compound': -0.5719}",USA
,"If the #coronavirus cancels my upcoming #storymakers conference, I’m going to flip a lid! Or a table...… ",WritingHoffert,,[''],"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.2942}",
,This #Coronavirus is something else frfr but I’m still making my #money 💳💸tho 💯👌🏾,NBATEVINTEEZY,TerreHauteChiRaqNYCBatonRouge,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,. boss  tests positive for #Coronavirus!#Arsenal #PremierLeague #Arteta #COVID19,FOXSportsAsia,Asia,[''],"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.5983}",Asia
, Tom Hanks has #CoronavirusHe also has a cracking sense of humour.Gold Coast Hospital Staff Roll In A Volleyball To Keep Tom…,hume_maxwell,"Bathgate, Scotland","[('Tom Hanks', 'PERSON'), ('CoronavirusHe', 'ORG'), ('Gold Coast Hospital Staff Roll', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
, crap this virus is turning all the people into pigeons #coronavirus ,hayansand,,[''],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}",
," You know what hasn't been canceled due to #coronavirus? ICE raids. Yup, they are still in the streets putting people in d…",sarfatigron,Buy/Stream Lover-Taylor Swift,"['', ('ICE', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,Anyone try to get tested? Unless you can “prove” you came into contact with a #coronavirus patient you cannot get t… ,scheldnick,"Lusk, WY",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," #TrueHoli_With_GodKabirTo achieve god, we should  play Holi of Ram nam not holi of colors so that we can get freedom f…",Birende94956335,,"[('Holi of Ram', 'ORG')]","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8271}",
,  What is going on right now is very disheartening. That any human beings would be so cruel as to cause an issu…,DeplorableDonn2,,[],"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.8385}",
," ""We’re in this together, to do the right things with calm and protect the citizens of the world. It’s doable""- #COVID19 #…",DemiurgoTuiter,Dei Infera,[''],"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.5994}",Error
, We are currently reviewing the latest announcement regarding #coronavirus and will be issuing a statement about upcomi…,MonkstownGC,"Cork, Ireland",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland
,"Teachers, what are you doing for the 6 week mandatory closures to ensure all students are getting the most equitabl… ",Scarlet_at_CWU,"Tacoma, WA","[('6 week', 'DATE')]","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4404}",USA
,Unbelievable line-up at grocery store#coronavirus #panicbuying #CoronavirusPandemic,MusarratHashim,"Ontario, Canada","['', ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",Canada
, Could #drones be used to track #Coronavirus?    #COVID19 #Covid_19 #COVIDー19 #Coro…,TrippBraden,"Cleveland, OH","['', ('Coronavirus', 'MONEY'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, The national media is NOT covering the extent of how things have changed in the Seattle area over the last 10 days. Commun…,anovelglimpse,"Puyallup, WA","[('Seattle', 'GPE'), ('the last 10 days', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,joerobertsnobot,,"[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, Latest update from  regarding #coronavirus. ,MAlbaNunez,Madie Ives K8,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Oh look, another Democrat using #coronavirus to push for socialism. You do realize that #China has universal healthcare, r…",HeyGenevieve,Indiana - former Oregonian,"[('Democrat', 'NORP'), '', ('China', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," So, you’ve probably seen mine and other disabled people’s pissed off tweets about the response to the #CoronaVirus. Y…",ohpeadotgigi,stolen & occupied Mahican land,"['', ('CoronaVirus', 'ORG')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6369}",Error
, The only two people in the world who ain't worried about no #coronavirus ,rmurphy53,"La Crosse, WI","[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",USA
, President  and  Mike Pence have been handling the administration’s response to #coronavirus in a ver…,mrsneedly97,"Iowa, USA","[('Mike Pence', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, The #Coronavirus outbreak has led to people panic-buying and clearing shelves. Please consider the elderly and weak - those…,_axkhn,"Huddersfield, England",[],"{'neg': 0.137, 'neu': 0.755, 'pos': 0.108, 'compound': -0.1531}",UK
, Dr. Dena Grayson discusses the latest on #coronavirus.#COVID19 #CoronavirusPandemic ,RodneyClaeys,#DemCastTX#DenCastCA#DemCastAZ,"[('Dena Grayson', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
," If you haven't watched  's speech today on how we should respond to #coronavirus, take a few minutes to do so. It i…",rob_libadia,NO lists please! I will block.,"[('today', 'DATE'), '', ('a few minutes', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
